,YearSchluessel,Year,Stadt-/Landkreis,Gesamtbetrag der Einkünfte je Steuerpflichtigen in Tsd. EUR,LAND_NAME,LAND_ABK
6440,201006440,2010,Wetteraukreis,36.0,Hessen,HE
6440,201306440,2013,Wetteraukreis,39.7,Hessen,HE
6440,201406440,2014,Wetteraukreis,40.800000000000004,Hessen,HE
6531,199506531,1995,Landkreis Gießen,29.5,Hessen,HE
6531,199806531,1998,Landkreis Gießen,30.6,Hessen,HE
6531,200106531,2001,Landkreis Gießen,34.5,Hessen,HE
6531,200406531,2004,Landkreis Gießen,29.8,Hessen,HE
6531,200706531,2007,Landkreis Gießen,30.6,Hessen,HE
6531,201006531,2010,Landkreis Gießen,31.400000000000002,Hessen,HE
6531,201306531,2013,Landkreis Gießen,34.2,Hessen,HE
6531,201406531,2014,Landkreis Gießen,35.300000000000004,Hessen,HE
6532,199506532,1995,Lahn-Dill Kreis,30.5,Hessen,HE
6532,199806532,1998,Lahn-Dill Kreis,31.1,Hessen,HE
6532,200106532,2001,Lahn-Dill Kreis,33.0,Hessen,HE
6532,200406532,2004,Lahn-Dill Kreis,29.700000000000003,Hessen,HE
6532,200706532,2007,Lahn-Dill Kreis,31.700000000000003,Hessen,HE
6532,201006532,2010,Lahn-Dill Kreis,31.6,Hessen,HE
6532,201306532,2013,Lahn-Dill Kreis,35.1,Hessen,HE
6532,201406532,2014,Lahn-Dill Kreis,36.2,Hessen,HE
6533,199506533,1995,Landkreis Limburg-Weilburg,30.1,Hessen,HE
6533,199806533,1998,Landkreis Limburg-Weilburg,31.3,Hessen,HE
6533,200106533,2001,Landkreis Limburg-Weilburg,33.2,Hessen,HE
6533,200406533,2004,Landkreis Limburg-Weilburg,30.0,Hessen,HE
6533,200706533,2007,Landkreis Limburg-Weilburg,31.5,Hessen,HE
6533,201006533,2010,Landkreis Limburg-Weilburg,32.800000000000004,Hessen,HE
6533,201306533,2013,Landkreis Limburg-Weilburg,36.1,Hessen,HE
6533,201406533,2014,Landkreis Limburg-Weilburg,37.0,Hessen,HE
6534,199506534,1995,Landkreis Marburg-Biedenkopf,28.6,Hessen,HE
6534,199806534,1998,Landkreis Marburg-Biedenkopf,30.0,Hessen,HE
6534,200106534,2001,Landkreis Marburg-Biedenkopf,31.8,Hessen,HE
6534,200406534,2004,Landkreis Marburg-Biedenkopf,28.900000000000002,Hessen,HE
6534,200706534,2007,Landkreis Marburg-Biedenkopf,29.8,Hessen,HE
6534,201006534,2010,Landkreis Marburg-Biedenkopf,30.6,Hessen,HE
6534,201306534,2013,Landkreis Marburg-Biedenkopf,33.6,Hessen,HE
6534,201406534,2014,Landkreis Marburg-Biedenkopf,34.7,Hessen,HE
6535,199506535,1995,Vogelsbergkreis,28.0,Hessen,HE
6535,199806535,1998,Vogelsbergkreis,28.6,Hessen,HE
6535,200106535,2001,Vogelsbergkreis,29.3,Hessen,HE
6535,200406535,2004,Vogelsbergkreis,26.6,Hessen,HE
6535,200706535,2007,Vogelsbergkreis,27.8,Hessen,HE
6535,201006535,2010,Vogelsbergkreis,28.5,Hessen,HE
6535,201306535,2013,Vogelsbergkreis,31.700000000000003,Hessen,HE
6535,201406535,2014,Vogelsbergkreis,33.4,Hessen,HE
6611,199506611,1995,Kassel,28.8,Hessen,HE
6611,199806611,1998,Kassel,28.400000000000002,Hessen,HE
6611,200106611,2001,Kassel,30.400000000000002,Hessen,HE
6611,200406611,2004,Kassel,26.700000000000003,Hessen,HE
6611,200706611,2007,Kassel,27.200000000000003,Hessen,HE
6611,201006611,2010,Kassel,28.400000000000002,Hessen,HE
6611,201306611,2013,Kassel,31.3,Hessen,HE
6611,201406611,2014,Kassel,33.2,Hessen,HE
6631,199506631,1995,Landkreis Fulda,29.700000000000003,Hessen,HE
6631,199806631,1998,Landkreis Fulda,29.700000000000003,Hessen,HE
6631,200106631,2001,Landkreis Fulda,31.3,Hessen,HE
6631,200406631,2004,Landkreis Fulda,27.900000000000002,Hessen,HE
6631,200706631,2007,Landkreis Fulda,29.6,Hessen,HE
6631,201006631,2010,Landkreis Fulda,30.200000000000003,Hessen,HE
6631,201306631,2013,Landkreis Fulda,33.5,Hessen,HE
6631,201406631,2014,Landkreis Fulda,34.9,Hessen,HE
6632,199506632,1995,Landkreis Hersfeld-Rotenburg,28.200000000000003,Hessen,HE
6632,199806632,1998,Landkreis Hersfeld-Rotenburg,27.700000000000003,Hessen,HE
6632,200106632,2001,Landkreis Hersfeld-Rotenburg,27.900000000000002,Hessen,HE
6632,200406632,2004,Landkreis Hersfeld-Rotenburg,25.3,Hessen,HE
6632,200706632,2007,Landkreis Hersfeld-Rotenburg,27.200000000000003,Hessen,HE
6632,201006632,2010,Landkreis Hersfeld-Rotenburg,27.6,Hessen,HE
6632,201306632,2013,Landkreis Hersfeld-Rotenburg,30.6,Hessen,HE
6632,201406632,2014,Landkreis Hersfeld-Rotenburg,31.3,Hessen,HE
6633,199506633,1995,Landkreis Kassel (Land),30.0,Hessen,HE
6633,199806633,1998,Landkreis Kassel (Land),30.400000000000002,Hessen,HE
6633,200106633,2001,Landkreis Kassel (Land),32.1,Hessen,HE
6633,200406633,2004,Landkreis Kassel (Land),28.6,Hessen,HE
6633,200706633,2007,Landkreis Kassel (Land),29.900000000000002,Hessen,HE
6633,201006633,2010,Landkreis Kassel (Land),30.8,Hessen,HE
6633,201306633,2013,Landkreis Kassel (Land),34.2,Hessen,HE
6633,201406633,2014,Landkreis Kassel (Land),35.7,Hessen,HE
6634,199506634,1995,Schwalm-Eder Kreis,28.0,Hessen,HE
6634,199806634,1998,Schwalm-Eder Kreis,28.5,Hessen,HE
6634,200106634,2001,Schwalm-Eder Kreis,29.3,Hessen,HE
6634,200406634,2004,Schwalm-Eder Kreis,26.700000000000003,Hessen,HE
6634,200706634,2007,Schwalm-Eder Kreis,27.6,Hessen,HE
6634,201006634,2010,Schwalm-Eder Kreis,29.3,Hessen,HE
6634,201306634,2013,Schwalm-Eder Kreis,32.300000000000004,Hessen,HE
6634,201406634,2014,Schwalm-Eder Kreis,33.6,Hessen,HE
6635,199506635,1995,Landkreis Waldeck-Frankenberg,28.700000000000003,Hessen,HE
6635,199806635,1998,Landkreis Waldeck-Frankenberg,29.400000000000002,Hessen,HE
6635,200106635,2001,Landkreis Waldeck-Frankenberg,30.3,Hessen,HE
6635,200406635,2004,Landkreis Waldeck-Frankenberg,28.0,Hessen,HE
6635,200706635,2007,Landkreis Waldeck-Frankenberg,27.6,Hessen,HE
6635,201006635,2010,Landkreis Waldeck-Frankenberg,29.0,Hessen,HE
6635,201306635,2013,Landkreis Waldeck-Frankenberg,31.900000000000002,Hessen,HE
6635,201406635,2014,Landkreis Waldeck-Frankenberg,32.9,Hessen,HE
6636,199506636,1995,Werra-Meißner Kreis,28.200000000000003,Hessen,HE
6636,199806636,1998,Werra-Meißner Kreis,28.3,Hessen,HE
6636,200106636,2001,Werra-Meißner Kreis,28.1,Hessen,HE
6636,200406636,2004,Werra-Meißner Kreis,25.200000000000003,Hessen,HE
6636,200706636,2007,Werra-Meißner Kreis,26.0,Hessen,HE
6636,201006636,2010,Werra-Meißner Kreis,26.6,Hessen,HE
6636,201306636,2013,Werra-Meißner Kreis,29.6,Hessen,HE
6636,201406636,2014,Werra-Meißner Kreis,30.400000000000002,Hessen,HE
7111,199507111,1995,Koblenz,30.0,Rheinland-Pfalz,RP
7111,199807111,1998,Koblenz,31.8,Rheinland-Pfalz,RP
7111,200107111,2001,Koblenz,34.4,Rheinland-Pfalz,RP
7111,200407111,2004,Koblenz,29.8,Rheinland-Pfalz,RP
7111,200707111,2007,Koblenz,30.900000000000002,Rheinland-Pfalz,RP
7111,201007111,2010,Koblenz,31.5,Rheinland-Pfalz,RP
7111,201307111,2013,Koblenz,33.9,Rheinland-Pfalz,RP
7111,201407111,2014,Koblenz,35.1,Rheinland-Pfalz,RP
7131,199507131,1995,Landkreis Ahrweiler,31.3,Rheinland-Pfalz,RP
7131,199807131,1998,Landkreis Ahrweiler,31.5,Rheinland-Pfalz,RP
7131,200107131,2001,Landkreis Ahrweiler,33.4,Rheinland-Pfalz,RP
7131,200407131,2004,Landkreis Ahrweiler,29.6,Rheinland-Pfalz,RP
7131,200707131,2007,Landkreis Ahrweiler,30.3,Rheinland-Pfalz,RP
7131,201007131,2010,Landkreis Ahrweiler,31.3,Rheinland-Pfalz,RP
7131,201307131,2013,Landkreis Ahrweiler,34.5,Rheinland-Pfalz,RP
7131,201407131,2014,Landkreis Ahrweiler,35.4,Rheinland-Pfalz,RP
7132,199507132,1995,Landkreis Altenkirchen (Westerwald),29.1,Rheinland-Pfalz,RP
7132,199807132,1998,Landkreis Altenkirchen (Westerwald),29.8,Rheinland-Pfalz,RP
7132,200107132,2001,Landkreis Altenkirchen (Westerwald),31.3,Rheinland-Pfalz,RP
7132,200407132,2004,Landkreis Altenkirchen (Westerwald),27.400000000000002,Rheinland-Pfalz,RP
7132,200707132,2007,Landkreis Altenkirchen (Westerwald),28.6,Rheinland-Pfalz,RP
7132,201007132,2010,Landkreis Altenkirchen (Westerwald),29.400000000000002,Rheinland-Pfalz,RP
7132,201307132,2013,Landkreis Altenkirchen (Westerwald),33.0,Rheinland-Pfalz,RP
7132,201407132,2014,Landkreis Altenkirchen (Westerwald),33.300000000000004,Rheinland-Pfalz,RP
7133,199507133,1995,Landkreis Bad Kreuznach,30.5,Rheinland-Pfalz,RP
7133,199807133,1998,Landkreis Bad Kreuznach,30.900000000000002,Rheinland-Pfalz,RP
7133,200107133,2001,Landkreis Bad Kreuznach,32.6,Rheinland-Pfalz,RP
7133,200407133,2004,Landkreis Bad Kreuznach,29.6,Rheinland-Pfalz,RP
7133,200707133,2007,Landkreis Bad Kreuznach,30.5,Rheinland-Pfalz,RP
7133,201007133,2010,Landkreis Bad Kreuznach,31.1,Rheinland-Pfalz,RP
7133,201307133,2013,Landkreis Bad Kreuznach,34.1,Rheinland-Pfalz,RP
7133,201407133,2014,Landkreis Bad Kreuznach,35.2,Rheinland-Pfalz,RP
7134,199507134,1995,Landkreis Birkenfeld,27.900000000000002,Rheinland-Pfalz,RP
7134,199807134,1998,Landkreis Birkenfeld,29.3,Rheinland-Pfalz,RP
7134,200107134,2001,Landkreis Birkenfeld,30.6,Rheinland-Pfalz,RP
7134,200407134,2004,Landkreis Birkenfeld,27.400000000000002,Rheinland-Pfalz,RP
7134,200707134,2007,Landkreis Birkenfeld,28.200000000000003,Rheinland-Pfalz,RP
7134,201007134,2010,Landkreis Birkenfeld,28.5,Rheinland-Pfalz,RP
7134,201307134,2013,Landkreis Birkenfeld,31.400000000000002,Rheinland-Pfalz,RP
7134,201407134,2014,Landkreis Birkenfeld,32.4,Rheinland-Pfalz,RP
7135,199507135,1995,Landkreis Cochem-Zell,27.1,Rheinland-Pfalz,RP
7135,199807135,1998,Landkreis Cochem-Zell,27.5,Rheinland-Pfalz,RP
7135,200107135,2001,Landkreis Cochem-Zell,29.8,Rheinland-Pfalz,RP
7135,200407135,2004,Landkreis Cochem-Zell,27.200000000000003,Rheinland-Pfalz,RP
7135,200707135,2007,Landkreis Cochem-Zell,28.3,Rheinland-Pfalz,RP
7135,201007135,2010,Landkreis Cochem-Zell,29.3,Rheinland-Pfalz,RP
7135,201307135,2013,Landkreis Cochem-Zell,31.8,Rheinland-Pfalz,RP
7135,201407135,2014,Landkreis Cochem-Zell,33.1,Rheinland-Pfalz,RP
7137,199507137,1995,Landkreis Mayen-Koblenz,31.3,Rheinland-Pfalz,RP
7137,199807137,1998,Landkreis Mayen-Koblenz,32.4,Rheinland-Pfalz,RP
7137,200107137,2001,Landkreis Mayen-Koblenz,33.300000000000004,Rheinland-Pfalz,RP
7137,200407137,2004,Landkreis Mayen-Koblenz,30.200000000000003,Rheinland-Pfalz,RP
7137,200707137,2007,Landkreis Mayen-Koblenz,31.400000000000002,Rheinland-Pfalz,RP
7137,201007137,2010,Landkreis Mayen-Koblenz,32.300000000000004,Rheinland-Pfalz,RP
7137,201307137,2013,Landkreis Mayen-Koblenz,35.7,Rheinland-Pfalz,RP
7137,201407137,2014,Landkreis Mayen-Koblenz,36.4,Rheinland-Pfalz,RP
7138,199507138,1995,Landkreis Neuwied,31.900000000000002,Rheinland-Pfalz,RP
7138,199807138,1998,Landkreis Neuwied,31.400000000000002,Rheinland-Pfalz,RP
7138,200107138,2001,Landkreis Neuwied,34.4,Rheinland-Pfalz,RP
7138,200407138,2004,Landkreis Neuwied,30.1,Rheinland-Pfalz,RP
7138,200707138,2007,Landkreis Neuwied,32.300000000000004,Rheinland-Pfalz,RP
7138,201007138,2010,Landkreis Neuwied,31.900000000000002,Rheinland-Pfalz,RP
7138,201307138,2013,Landkreis Neuwied,34.1,Rheinland-Pfalz,RP
7138,201407138,2014,Landkreis Neuwied,35.4,Rheinland-Pfalz,RP
7140,199507140,1995,Rhein-Hunsrück-Kreis,28.8,Rheinland-Pfalz,RP
7140,199807140,1998,Rhein-Hunsrück-Kreis,29.6,Rheinland-Pfalz,RP
7140,200107140,2001,Rhein-Hunsrück-Kreis,31.5,Rheinland-Pfalz,RP
7140,200407140,2004,Rhein-Hunsrück-Kreis,29.1,Rheinland-Pfalz,RP
7140,200707140,2007,Rhein-Hunsrück-Kreis,30.3,Rheinland-Pfalz,RP
7140,201007140,2010,Rhein-Hunsrück-Kreis,31.200000000000003,Rheinland-Pfalz,RP
7140,201307140,2013,Rhein-Hunsrück-Kreis,34.7,Rheinland-Pfalz,RP
7140,201407140,2014,Rhein-Hunsrück-Kreis,36.2,Rheinland-Pfalz,RP
7141,199507141,1995,Rhein-Lahn-Kreis,28.8,Rheinland-Pfalz,RP
7141,199807141,1998,Rhein-Lahn-Kreis,29.900000000000002,Rheinland-Pfalz,RP
7141,200107141,2001,Rhein-Lahn-Kreis,32.4,Rheinland-Pfalz,RP
7141,200407141,2004,Rhein-Lahn-Kreis,28.900000000000002,Rheinland-Pfalz,RP
7141,200707141,2007,Rhein-Lahn-Kreis,29.700000000000003,Rheinland-Pfalz,RP
7141,201007141,2010,Rhein-Lahn-Kreis,30.700000000000003,Rheinland-Pfalz,RP
7141,201307141,2013,Rhein-Lahn-Kreis,33.7,Rheinland-Pfalz,RP
7141,201407141,2014,Rhein-Lahn-Kreis,34.7,Rheinland-Pfalz,RP
7143,199507143,1995,Westerwaldkreis,30.5,Rheinland-Pfalz,RP
7143,199807143,1998,Westerwaldkreis,31.900000000000002,Rheinland-Pfalz,RP
7143,200107143,2001,Westerwaldkreis,33.4,Rheinland-Pfalz,RP
7143,200407143,2004,Westerwaldkreis,29.8,Rheinland-Pfalz,RP
7143,200707143,2007,Westerwaldkreis,31.1,Rheinland-Pfalz,RP
7143,201007143,2010,Westerwaldkreis,32.300000000000004,Rheinland-Pfalz,RP
7143,201307143,2013,Westerwaldkreis,36.800000000000004,Rheinland-Pfalz,RP
7143,201407143,2014,Westerwaldkreis,37.0,Rheinland-Pfalz,RP
7211,199507211,1995,Trier,28.3,Rheinland-Pfalz,RP
7211,199807211,1998,Trier,29.5,Rheinland-Pfalz,RP
7211,200107211,2001,Trier,30.6,Rheinland-Pfalz,RP
7211,200407211,2004,Trier,26.700000000000003,Rheinland-Pfalz,RP
7211,200707211,2007,Trier,27.5,Rheinland-Pfalz,RP
7211,201007211,2010,Trier,28.0,Rheinland-Pfalz,RP
7211,201307211,2013,Trier,30.3,Rheinland-Pfalz,RP
7211,201407211,2014,Trier,31.200000000000003,Rheinland-Pfalz,RP
7231,199507231,1995,Landkreis Bernkastel-Wittlich,27.8,Rheinland-Pfalz,RP
7231,199807231,1998,Landkreis Bernkastel-Wittlich,29.0,Rheinland-Pfalz,RP
7231,200107231,2001,Landkreis Bernkastel-Wittlich,31.0,Rheinland-Pfalz,RP
7231,200407231,2004,Landkreis Bernkastel-Wittlich,28.400000000000002,Rheinland-Pfalz,RP
7231,200707231,2007,Landkreis Bernkastel-Wittlich,29.700000000000003,Rheinland-Pfalz,RP
7231,201007231,2010,Landkreis Bernkastel-Wittlich,31.200000000000003,Rheinland-Pfalz,RP
7231,201307231,2013,Landkreis Bernkastel-Wittlich,33.6,Rheinland-Pfalz,RP
7231,201407231,2014,Landkreis Bernkastel-Wittlich,35.300000000000004,Rheinland-Pfalz,RP
7232,199507232,1995,Eifelkreis Bitburg-Prüm,26.8,Rheinland-Pfalz,RP
7232,199807232,1998,Eifelkreis Bitburg-Prüm,28.0,Rheinland-Pfalz,RP
7232,200107232,2001,Eifelkreis Bitburg-Prüm,29.700000000000003,Rheinland-Pfalz,RP
7232,200407232,2004,Eifelkreis Bitburg-Prüm,26.5,Rheinland-Pfalz,RP
7232,200707232,2007,Eifelkreis Bitburg-Prüm,27.0,Rheinland-Pfalz,RP
7232,201007232,2010,Eifelkreis Bitburg-Prüm,27.900000000000002,Rheinland-Pfalz,RP
7232,201307232,2013,Eifelkreis Bitburg-Prüm,30.0,Rheinland-Pfalz,RP
7232,201407232,2014,Eifelkreis Bitburg-Prüm,30.900000000000002,Rheinland-Pfalz,RP
7233,199507233,1995,Landkreis Vulkaneifel,27.6,Rheinland-Pfalz,RP
7233,199807233,1998,Landkreis Vulkaneifel,28.3,Rheinland-Pfalz,RP
7233,200107233,2001,Landkreis Vulkaneifel,29.8,Rheinland-Pfalz,RP
7233,200407233,2004,Landkreis Vulkaneifel,27.400000000000002,Rheinland-Pfalz,RP
7233,200707233,2007,Landkreis Vulkaneifel,28.200000000000003,Rheinland-Pfalz,RP
7233,201007233,2010,Landkreis Vulkaneifel,28.900000000000002,Rheinland-Pfalz,RP
7233,201307233,2013,Landkreis Vulkaneifel,31.900000000000002,Rheinland-Pfalz,RP
7233,201407233,2014,Landkreis Vulkaneifel,32.7,Rheinland-Pfalz,RP
7235,199507235,1995,Landkreis Trier-Saarburg,28.0,Rheinland-Pfalz,RP
7235,199807235,1998,Landkreis Trier-Saarburg,30.200000000000003,Rheinland-Pfalz,RP
7235,200107235,2001,Landkreis Trier-Saarburg,30.8,Rheinland-Pfalz,RP
7235,200407235,2004,Landkreis Trier-Saarburg,28.1,Rheinland-Pfalz,RP
7235,200707235,2007,Landkreis Trier-Saarburg,28.900000000000002,Rheinland-Pfalz,RP
7235,201007235,2010,Landkreis Trier-Saarburg,29.3,Rheinland-Pfalz,RP
7235,201307235,2013,Landkreis Trier-Saarburg,32.2,Rheinland-Pfalz,RP
7235,201407235,2014,Landkreis Trier-Saarburg,33.0,Rheinland-Pfalz,RP
7311,199507311,1995,Frankenthal (Pfalz),31.400000000000002,Rheinland-Pfalz,RP
7311,199807311,1998,Frankenthal (Pfalz),29.6,Rheinland-Pfalz,RP
7311,200107311,2001,Frankenthal (Pfalz),31.700000000000003,Rheinland-Pfalz,RP
7311,200407311,2004,Frankenthal (Pfalz),27.900000000000002,Rheinland-Pfalz,RP
7311,200707311,2007,Frankenthal (Pfalz),29.1,Rheinland-Pfalz,RP
7311,201007311,2010,Frankenthal (Pfalz),29.3,Rheinland-Pfalz,RP
7311,201307311,2013,Frankenthal (Pfalz),32.6,Rheinland-Pfalz,RP
7311,201407311,2014,Frankenthal (Pfalz),33.300000000000004,Rheinland-Pfalz,RP
7312,199507312,1995,Kaiserslautern,28.200000000000003,Rheinland-Pfalz,RP
7312,199807312,1998,Kaiserslautern,29.400000000000002,Rheinland-Pfalz,RP
7312,200107312,2001,Kaiserslautern,29.8,Rheinland-Pfalz,RP
7312,200407312,2004,Kaiserslautern,26.700000000000003,Rheinland-Pfalz,RP
7312,200707312,2007,Kaiserslautern,27.5,Rheinland-Pfalz,RP
7312,201007312,2010,Kaiserslautern,28.3,Rheinland-Pfalz,RP
7312,201307312,2013,Kaiserslautern,30.700000000000003,Rheinland-Pfalz,RP
7312,201407312,2014,Kaiserslautern,31.700000000000003,Rheinland-Pfalz,RP
7313,199507313,1995,Landau in der Pfalz,30.1,Rheinland-Pfalz,RP
7313,199807313,1998,Landau in der Pfalz,31.1,Rheinland-Pfalz,RP
7313,200107313,2001,Landau in der Pfalz,33.6,Rheinland-Pfalz,RP
7313,200407313,2004,Landau in der Pfalz,30.8,Rheinland-Pfalz,RP
7313,200707313,2007,Landau in der Pfalz,31.5,Rheinland-Pfalz,RP
7313,201007313,2010,Landau in der Pfalz,32.9,Rheinland-Pfalz,RP
7313,201307313,2013,Landau in der Pfalz,35.9,Rheinland-Pfalz,RP
7313,201407313,2014,Landau in der Pfalz,36.9,Rheinland-Pfalz,RP
7314,199507314,1995,Ludwigshafen am Rhein,28.400000000000002,Rheinland-Pfalz,RP
7314,199807314,1998,Ludwigshafen am Rhein,28.3,Rheinland-Pfalz,RP
7314,200107314,2001,Ludwigshafen am Rhein,31.6,Rheinland-Pfalz,RP
7314,200407314,2004,Ludwigshafen am Rhein,25.8,Rheinland-Pfalz,RP
7314,200707314,2007,Ludwigshafen am Rhein,49.0,Rheinland-Pfalz,RP
7314,201007314,2010,Ludwigshafen am Rhein,27.1,Rheinland-Pfalz,RP
7314,201307314,2013,Ludwigshafen am Rhein,30.5,Rheinland-Pfalz,RP
7314,201407314,2014,Ludwigshafen am Rhein,31.400000000000002,Rheinland-Pfalz,RP
7315,199507315,1995,Mainz,32.6,Rheinland-Pfalz,RP
7315,199807315,1998,Mainz,35.5,Rheinland-Pfalz,RP
7315,200107315,2001,Mainz,38.1,Rheinland-Pfalz,RP
7315,200407315,2004,Mainz,33.300000000000004,Rheinland-Pfalz,RP
7315,200707315,2007,Mainz,34.2,Rheinland-Pfalz,RP
7315,201007315,2010,Mainz,34.800000000000004,Rheinland-Pfalz,RP
7315,201307315,2013,Mainz,38.2,Rheinland-Pfalz,RP
7315,201407315,2014,Mainz,39.7,Rheinland-Pfalz,RP
7316,199507316,1995,Neustadt an der Weinstrasse,31.700000000000003,Rheinland-Pfalz,RP
7316,199807316,1998,Neustadt an der Weinstrasse,34.4,Rheinland-Pfalz,RP
7316,200107316,2001,Neustadt an der Weinstrasse,38.1,Rheinland-Pfalz,RP
7316,200407316,2004,Neustadt an der Weinstrasse,32.0,Rheinland-Pfalz,RP
7316,200707316,2007,Neustadt an der Weinstrasse,32.5,Rheinland-Pfalz,RP
7316,201007316,2010,Neustadt an der Weinstrasse,34.1,Rheinland-Pfalz,RP
7316,201307316,2013,Neustadt an der Weinstrasse,37.4,Rheinland-Pfalz,RP
7316,201407316,2014,Neustadt an der Weinstrasse,37.9,Rheinland-Pfalz,RP
7317,199507317,1995,Pirmasens,28.0,Rheinland-Pfalz,RP
7317,199807317,1998,Pirmasens,27.200000000000003,Rheinland-Pfalz,RP
7317,200107317,2001,Pirmasens,28.5,Rheinland-Pfalz,RP
7317,200407317,2004,Pirmasens,25.1,Rheinland-Pfalz,RP
7317,200707317,2007,Pirmasens,25.400000000000002,Rheinland-Pfalz,RP
7317,201007317,2010,Pirmasens,27.3,Rheinland-Pfalz,RP
7317,201307317,2013,Pirmasens,27.8,Rheinland-Pfalz,RP
7317,201407317,2014,Pirmasens,28.3,Rheinland-Pfalz,RP
7318,199507318,1995,Speyer,30.8,Rheinland-Pfalz,RP
7318,199807318,1998,Speyer,32.1,Rheinland-Pfalz,RP
7318,200107318,2001,Speyer,34.6,Rheinland-Pfalz,RP
7318,200407318,2004,Speyer,30.900000000000002,Rheinland-Pfalz,RP
7318,200707318,2007,Speyer,34.5,Rheinland-Pfalz,RP
7318,201007318,2010,Speyer,36.9,Rheinland-Pfalz,RP
7318,201307318,2013,Speyer,38.800000000000004,Rheinland-Pfalz,RP
7318,201407318,2014,Speyer,40.1,Rheinland-Pfalz,RP
7319,199507319,1995,Worms,29.900000000000002,Rheinland-Pfalz,RP
7319,199807319,1998,Worms,30.6,Rheinland-Pfalz,RP
7319,200107319,2001,Worms,32.1,Rheinland-Pfalz,RP
7319,200407319,2004,Worms,28.6,Rheinland-Pfalz,RP
7319,200707319,2007,Worms,29.400000000000002,Rheinland-Pfalz,RP
7319,201007319,2010,Worms,29.900000000000002,Rheinland-Pfalz,RP
7319,201307319,2013,Worms,32.7,Rheinland-Pfalz,RP
7319,201407319,2014,Worms,33.7,Rheinland-Pfalz,RP
7320,199507320,1995,Zweibrücken,28.200000000000003,Rheinland-Pfalz,RP
7320,199807320,1998,Zweibrücken,29.900000000000002,Rheinland-Pfalz,RP
7320,200107320,2001,Zweibrücken,31.200000000000003,Rheinland-Pfalz,RP
7320,200407320,2004,Zweibrücken,26.8,Rheinland-Pfalz,RP
7320,200707320,2007,Zweibrücken,28.3,Rheinland-Pfalz,RP
7320,201007320,2010,Zweibrücken,29.1,Rheinland-Pfalz,RP
7320,201307320,2013,Zweibrücken,31.8,Rheinland-Pfalz,RP
7320,201407320,2014,Zweibrücken,32.800000000000004,Rheinland-Pfalz,RP
7331,199507331,1995,Landkreis Alzey-Worms,31.0,Rheinland-Pfalz,RP
7331,199807331,1998,Landkreis Alzey-Worms,32.2,Rheinland-Pfalz,RP
7331,200107331,2001,Landkreis Alzey-Worms,34.5,Rheinland-Pfalz,RP
7331,200407331,2004,Landkreis Alzey-Worms,32.2,Rheinland-Pfalz,RP
7331,200707331,2007,Landkreis Alzey-Worms,33.5,Rheinland-Pfalz,RP
7331,201007331,2010,Landkreis Alzey-Worms,34.4,Rheinland-Pfalz,RP
7331,201307331,2013,Landkreis Alzey-Worms,38.400000000000006,Rheinland-Pfalz,RP
7331,201407331,2014,Landkreis Alzey-Worms,39.1,Rheinland-Pfalz,RP
7332,199507332,1995,Landkreis Bad Dürkheim,33.0,Rheinland-Pfalz,RP
7332,199807332,1998,Landkreis Bad Dürkheim,35.0,Rheinland-Pfalz,RP
7332,200107332,2001,Landkreis Bad Dürkheim,37.4,Rheinland-Pfalz,RP
7332,200407332,2004,Landkreis Bad Dürkheim,33.0,Rheinland-Pfalz,RP
7332,200707332,2007,Landkreis Bad Dürkheim,35.300000000000004,Rheinland-Pfalz,RP
7332,201007332,2010,Landkreis Bad Dürkheim,36.1,Rheinland-Pfalz,RP
7332,201307332,2013,Landkreis Bad Dürkheim,40.0,Rheinland-Pfalz,RP
7332,201407332,2014,Landkreis Bad Dürkheim,41.400000000000006,Rheinland-Pfalz,RP
7333,199507333,1995,Donnersbergkreis,28.5,Rheinland-Pfalz,RP
7333,199807333,1998,Donnersbergkreis,28.400000000000002,Rheinland-Pfalz,RP
7333,200107333,2001,Donnersbergkreis,30.700000000000003,Rheinland-Pfalz,RP
7333,200407333,2004,Donnersbergkreis,28.5,Rheinland-Pfalz,RP
7333,200707333,2007,Donnersbergkreis,30.200000000000003,Rheinland-Pfalz,RP
7333,201007333,2010,Donnersbergkreis,30.700000000000003,Rheinland-Pfalz,RP
7333,201307333,2013,Donnersbergkreis,33.800000000000004,Rheinland-Pfalz,RP
7333,201407333,2014,Donnersbergkreis,34.9,Rheinland-Pfalz,RP
7334,199507334,1995,Landkreis Germersheim,30.5,Rheinland-Pfalz,RP
7334,199807334,1998,Landkreis Germersheim,31.0,Rheinland-Pfalz,RP
7334,200107334,2001,Landkreis Germersheim,32.9,Rheinland-Pfalz,RP
7334,200407334,2004,Landkreis Germersheim,30.5,Rheinland-Pfalz,RP
7334,200707334,2007,Landkreis Germersheim,31.3,Rheinland-Pfalz,RP
7334,201007334,2010,Landkreis Germersheim,31.8,Rheinland-Pfalz,RP
7334,201307334,2013,Landkreis Germersheim,35.300000000000004,Rheinland-Pfalz,RP
7334,201407334,2014,Landkreis Germersheim,36.300000000000004,Rheinland-Pfalz,RP
7335,199507335,1995,Landkreis Kaiserslautern (Land),29.200000000000003,Rheinland-Pfalz,RP
7335,199807335,1998,Landkreis Kaiserslautern (Land),29.400000000000002,Rheinland-Pfalz,RP
7335,200107335,2001,Landkreis Kaiserslautern (Land),31.6,Rheinland-Pfalz,RP
